serviceLoopAbbrv,vesselCode,vesselName,lloydsNumber,flagCountry,yearBuilt,callSign
AWE3,SH7,UNI-PROBITY,9202235,Taiwan,2001,BKHB
AWE3,QCM,VALUE,9628166,Malta,2013,9HA3355
AWE3,S20,VICTORIA BRIDGE,99999996,Panama,2005,3ECG9
AWE3,SRM,VIRGINIA BRIDGE,99999996,Panama,2004,HOKP
AWE3,S28,WESER BRIDGE,99999996,Antigua and Barbuda,1998, 
AWE3,SIP,WESTEREMS,9127540,Liberia,1997,ELZK4
AWE3,SJX,YM EAST,9062087,Taiwan,1995,BLIO
AWE3,SJQ,YM HAMBURG,9157648,United Kingdom,1997,MBZR3
AWE3,SJT,YM KAOHSIUNG,9143166,United Kingdom,1998,MCGF6
AWE3,SFV,YM MOJI,9084035,Liberia,1994,A8CT8
AWE3,SV0,YM NEW YORK,9213284,Antigua and Barbuda,2000,V2OB8
AWE3,SJW,YM NORTH,9001215,Taiwan,1995,BLIR
AWE3,SKQ,YM PROSPERITY,8501440,Liberia,1988,A8BW7
AWE3,SJY,YM SOUTH,9001227,Taiwan,1995,BLIQ
AWE3,SFW,YM TACOMA,99999996,Liberia,1989, 
AWE3,SJV,YM WEST,9001239,Liberia,1995,BLIP
AWE3,SV2,YM WILMINGTON,9999996,Antigua and Barbuda, ,V2MK
AWE3,SBL,YM YANTIAN,99999996,Cyprus,1989,P3FT7
AWE3,SIT,YM ZENITH,99999996,Taiwan,1996,BDED
GME,TMF,ANTHEA Y,9710244,Liberia,2015,D5IS7
GME,CAM,COSCO AUCKLAND,9484261,Hong Kong,2012,VRKF8
GME,CBV,COSCO BOSTON,9335173,Panama,2007,3ELF2
GME,CAR,COSCO GENOA,9484326,Hong Kong,2012,VRKT3
GME,CAU,COSCO ISTANBUL,9484340,Hong Kong,2012,VRKY2
GME,T91,COSCO JAPAN,9448748,Hong Kong,2010,VRFX5
GME,CAV,COSCO JEDDAH,9484352,Hong Kong,2012,VRKX9
GME,T95,COSCO MALAYSIA,9448774,Hong Kong,2010,VRGV9
GME,T83,COSCO PHILIPPINES,9448762,Hong Kong,2010,VRGM7
GME,CFA,COSCO PIRAEUS,9484364,Hong Kong,2013,VRLD7
GME,T93,COSCO PRINCE RUPERT,9448803,Hong Kong,2011,VRID6
GME,CFB,COSCO SANTOS,9484376,Hong Kong,2013,VRLO5
GME,TAA,COSCO THAILAND,9448798,Hong Kong,2010,VRHM2
GME,CFD,COSCO VALENCIA,9484390,Hong Kong,2013,VRLY7
GME,CFE,COSCO VENICE,9484405,Hong Kong,2013,VRME4
GME,T92,COSCO VIETNAM,9448815,Hong Kong,2010,VRID5
GME,SF3,FOLEGANDROS,9247560,Liberia,2001,A8VC7
GME,Q5P,GOTTFRIED SCHULTE,9328493,Hong Kong,2006,VRCF5
GME,T72,MSC NAGOYA V,9380271,Panama,2008,3ESJ8
GME,Q39,MSC PETRA,9222302,Liberia,2001,A8VP5
GME,QH7,NORTHERN FAITH,9064877 ,Liberia,1994,D5BC2
GME,NJ7,OOCL GENOA,9613587,Hong Kong,2015,VROK9
GME,NJ8,OOCL HO CHI MINH CITY,9613599,Hong Kong,2015,VROK8
GME,NK5,OOCL LONDON,9417268,Hong Kong,2010,VRGO2
GME,QBQ,OOCL SOUTHAMPTON,9310240,Hong Kong,2007,VRCU7
GME,ND2,OOCL TOKYO,9310238,Hong Kong,2007,VRCI9
GME,NK2,OOCL UTAH,9486087,Hong Kong,2015,VRNR5
GME,QA4,OOCL WASHINGTON,9417256,Hong Kong,2010,VRFU9
GME,TAZ,SC ROTTERDAM,9224348,Marshall Islands, ,11111
GME,SWP,SEAMAX WESTPORT,9302645,Marshall Islands,2006,V7IK7
GME,QB3,XIN DA YANG ZHOU,9337949,China,2009,BPKE
GME,R27,XIN FEI ZHOU,9337937,China,2008,BPKD
GME,RXP,XIN MEI ZHOU,9337925,China,2008,BPKC
GME,RZW,XIN NAN SHA,9310056,China,2005,BPBT
GME,RLN,XIN RI ZHAO,9312561,China,2005,BPBU
GME,Q53,XIN WEI HAI,9312573,China,2006,BPBV
GME,QSW,XIN YING KOU,9312585,China,2006,BPBX
GME,RIJ,XIN ZHAN JIANG,9378814,China,2006,BPBW
GME,M44,ZHONG GU JIANG SU,9400148,China,0,BQTM
CEN,CIG,BAI YUN HE,9203473,China,2000,BOMX
CEN,T40,BEIJING,9308508,Malta,2006,9HA4041
CEN,CCH,COSCO AFRICA,9345439,Panama,2008,3ERX3
CEN,CCF,COSCO AMERICA,9345427,Panama,2008,3EPH4
CEN,CBZ,COSCO ASIA,9345403,Panama,2007,3ELQ8
CEN,T29,COSCO BRISBANE,9312432,Liberia,2005,A8GT6
CEN,CCU,COSCO DENMARK,9516478,Hong Kong,2014,VRNP8
CEN,TAJ,COSCO DEVELOPMENT,9472139,Hong Kong,2011,VRIZ9
CEN,CCQ,COSCO ENGLAND,9516428,Hong Kong,2013,VRML8
CEN,CCE,COSCO EUROPE,9345415,Panama,2008,3EOC5
CEN,TAP,COSCO EXCELLENCE,9472189,Hong Kong,2012,VRJT8
CEN,TAO,COSCO FAITH,9472141,Hong Kong,2012,VRJL6
CEN,TAR,COSCO FORTUNE,9472127,Hong Kong,2011,VRKE9
CEN,CCP,COSCO FRANCE,9516416,Hong Kong,2013,VRMC2
CEN,TAG,COSCO GLORY,9466245,Hong Kong,2011,VRIR7
CEN,TAI,COSCO HARMONY,9472177,Hong Kong,2011,VRJA4
CEN,TAQ,COSCO HOPE,9472165,Hong Kong,2012,VRKF2
CEN,CCR,COSCO ITALY,9516454,Hong Kong,2014,VRNE4
CEN,CCL,COSCO KAOHSIUNG,9355563,Hong Kong,2008,VREM3
CEN,CCN,COSCO NETHERLANDS,9516430,Hong Kong,2013,VRMR5
CEN,CCG,COSCO OCEANIA,9334923,Hong Kong,2008,VRDQ5
CEN,CCI,COSCO PACIFIC,9355551,Hong Kong,2008,VREC4
CEN,T83,COSCO PHILIPPINES,9448762,Hong Kong,2010,VRGM7
CEN,CCT,COSCO PORTUGAL,9516466,Hong Kong,2014,VRNI6
CEN,TAH,COSCO PRIDE,9472153,Hong Kong,2011,VRIV3
CEN,CBN,COSCO QINGDAO,99999996,Panama,1997,11111
CEN,CJI,COSCO SHIPPING ROSE,9785809,Hong Kong,2018,VRRZ9
CEN,CCS,COSCO SPAIN,9516442,Hong Kong,2014,VRMX2
CEN,T27,COSCO SYDNEY,9305001,Marshall Islands,2004,V7JM8
CEN,CCK,COSCO TAICANG,9355575,Hong Kong,2009,VREV9
CEN,CBR,COSCO VANCOUVER,99999996,Liberia,2004,A8EO8
CEN,T38,COSCO YANTIAN,9999556,Malta,2006,1234567
CEN,HCA,CSCL AUTUMN,9645891,Hong Kong,2014,VRNA7
CEN,HCB,CSCL BOHAI SEA,9645889,Hong Kong,2014,VRNG8
CEN,QWR,CSCL EAST CHINA SEA,9645918,Hong Kong,2013,VRNM3
CEN,HCN,CSCL SOUTH CHINA SEA,9645920,Hong Kong,2014,VRNT8
CEN,HCS,CSCL SPRING,9645853,Hong Kong,2014,VRMT6
CEN,HCU,CSCL SUMMER,9645865,Hong Kong,2013,VRMZ7
CEN,HCW,CSCL WINTER,9645877,Hong Kong,2014,VRNA3
CEN,HCY,CSCL YELLOW SEA,9645906,Hong Kong,2014,VRNG9
CEN,T60,E.R. PERTH,9152868,Liberia,1998,A8AL6
CEN,SS3,HANJIN GENEVA,9215646,Germany,2000,DHZQ
CEN,RGU,HANJIN MUNDRA,9139490,Germany,1997,DQVH
CEN,SS5,HANJIN OTTAWA,9200718,Germany,2000,DANM
CEN,CIB,HONOR RIVER,8901389,Panama,1989,3EKU8
CEN,CBE,JINHE,99999996,Panama,1997,3FQX7
CEN,CGF,MAPLE RIVER,8026074,Panama,1981,3FQO3
CEN,T85,NYK CANOPUS,9152296,Panama,1998,3FNV8
CEN,QA4,OOCL WASHINGTON,9417256,Hong Kong,2010,VRFU9
CEN,CGG,RIVER CRISTAL,8026086,Panama,1981,3FQS3
CEN,CIA,SKY RIVER,8320793,Panama,1984,3FJO9
CEN,NTY,SWANSEA,9629469,Liberia,2014,D5FD2
CEN,RT8,XIN CHONG QING,9262118,China,2003,BPBH
CEN,QB3,XIN DA YANG ZHOU,9337949,China,2009,BPKE
CEN,RZW,XIN NAN SHA,9310056,China,2005,BPBT
CEN,RFF,XIN NAN TONG,9262132,China,2003,BPBJ
CEN,RZD,XIN TAI CANG,9320465,China,2008,BPNA
CEN,RXY,XIN YANG ZHOU,9262120,China,2004,BPBI
CEN,NSW,YANTIAN,9305594,Malta,2006,9HA4039
SEA,NM2,APL ESPLANADE,9632038,Singapore,2013,S6LT4
SEA,T40,BEIJING,9308508,Malta,2006,9HA4041
SEA,QZS,CMA CGM LYRA,9410806,Malta,2011,9HA4972
SEA,S7A,CMA CGM NEW JERSEY,9351141,Malta,2008,9HA4998
SEA,CCM,COSCO BELGIUM,9516404,Hong Kong,2013,VRLT8
SEA,T29,COSCO BRISBANE,9312432,Liberia,2005,A8GT6
SEA,CCQ,COSCO ENGLAND,9516428,Hong Kong,2013,VRML8
SEA,CCE,COSCO EUROPE,9345415,Panama,2008,3EOC5
SEA,CCP,COSCO FRANCE,9516416,Hong Kong,2013,VRMC2
SEA,CBL,COSCO HAMBURG,9221085,United Kingdom,2001,2BOX9
SEA,T41,COSCO HELLAS,9308510,Malta,2006,9HA4040
SEA,CAU,COSCO ISTANBUL,9484340,Hong Kong,2012,VRKY2
SEA,CCR,COSCO ITALY,9516454,Hong Kong,2014,VRNE4
SEA,T91,COSCO JAPAN,9448748,Hong Kong,2010,VRFX5
SEA,CCN,COSCO NETHERLANDS,9516430,Hong Kong,2013,VRMR5
SEA,T42,COSCO PANAMA,99999996,Liberia,2005, 
SEA,CCT,COSCO PORTUGAL,9516466,Hong Kong,2014,VRNI6
SEA,T93,COSCO PRINCE RUPERT,9448803,Hong Kong,2011,VRID6
SEA,CBN,COSCO QINGDAO,99999996,Panama,1997,11111
SEA,CJC,COSCO SHIPPING ALPS,9757864,Hong Kong,2018,VRRJ2
SEA,CJE,COSCO SHIPPING ANDES,9757888,Hong Kong,2018,VRSA2
SEA,CNB,COSCO SHIPPING AQUARIUS,9789623,Hong Kong,2019,VRSO5
SEA,CJD,COSCO SHIPPING DENALI,9757876,Hong Kong,2018,VRRT3
SEA,CJA,COSCO SHIPPING HIMALAYAS,9757840,Hong Kong,2017,VRQX8
SEA,CJG,COSCO SHIPPING JASMINE,9785768,Hong Kong,2018,VRRY2
SEA,CJF,COSCO SHIPPING PEONY,9785744,Hong Kong,2018,VRRU6
SEA,CJI,COSCO SHIPPING ROSE,9785809,Hong Kong,2018,VRRZ9
SEA,CCS,COSCO SPAIN,9516442,Hong Kong,2014,VRMX2
SEA,T27,COSCO SYDNEY,9305001,Marshall Islands,2004,V7JM8
SEA,CCK,COSCO TAICANG,9355575,Hong Kong,2009,VREV9
SEA,TAA,COSCO THAILAND,9448798,Hong Kong,2010,VRHM2
SEA,CBT,COSCO TIANJIN,3000000,Panama,2005,3EBC8
SEA,CBR,COSCO VANCOUVER,99999996,Liberia,2004,A8EO8
SEA,CFE,COSCO VENICE,9484405,Hong Kong,2013,VRME4
SEA,HCB,CSCL BOHAI SEA,9645889,Hong Kong,2014,VRNG8
SEA,QWR,CSCL EAST CHINA SEA,9645918,Hong Kong,2013,VRNM3
SEA,HCN,CSCL SOUTH CHINA SEA,9645920,Hong Kong,2014,VRNT8
SEA,HCS,CSCL SPRING,9645853,Hong Kong,2014,VRMT6
SEA,HCU,CSCL SUMMER,9645865,Hong Kong,2013,VRMZ7
SEA,HCY,CSCL YELLOW SEA,9645906,Hong Kong,2014,VRNG9
SEA,T60,E.R. PERTH,9152868,Liberia,1998,A8AL6
SEA,N84,E.R. TEXAS,9318058,Liberia,2006,A8IE9
SEA,R5P,HAMMONIA AMERICA,9622019,Liberia,2014,D5GK2
SEA,SS3,HANJIN GENEVA,9215646,Germany,2000,DHZQ
SEA,SS5,HANJIN OTTAWA,9200718,Germany,2000,DANM
SEA,CBE,JINHE,99999996,Panama,1997,3FQX7
SEA,S7U,JUDITH SCHULTE,9605152,Hong Kong,2013,VRME8
SEA,S6I,KOTA MANZANILLO,9305465,Liberia,2005,D5OU3
SEA,N8K,KOTA PAHLAWAN,9786712,Singapore,2017,9V5293
SEA,AL6,KOTA PERWIRA,9999996,Panama,2000,VRSB3
SEA,AF0,KOTA PETANI,9793947,Hong Kong,2018,VRSB4
SEA,N8W,KURE,9085522,Liberia,1996,D5MA7
SEA,TBQ,MOL PRIORITY,9999999,Panama,2002,HOFD
SEA,NAE,MSC DAISY,9295165,Malta,2005,9HA4035
SEA,S3M,MSC MUNDRA VIII,9294989,Germany,2005,5LCN8
SEA,AM0,NAVARINO,9400289,Hong Kong,2010,VRQD6
SEA,RI9,NAVIOS SUMMER,9308003,Marshall Islands,2006,V7JK8
SEA,R1Z,NORFOLK,9440813,Liberia,0,A8VE3
SEA,SSW,OOCL ANTWERP,9999996,Panama,2006,3EFS3
SEA,RCC,OOCL BANGKOK,9627978,Hong Kong,2013,VRME6
SEA,NK5,OOCL LONDON,9417268,Hong Kong,2010,VRGO2
SEA,QLK,OOCL NEW YORK,9198109,Hong Kong,1999,VRJS2
SEA,N7K,PARANAGUA EXPRESS,9786724,Singapore,0,9V5294
SEA,AT8,SEASPAN FALCON,9793909,Hong Kong,2018,VRRN8
SEA,APT,SEASPAN OSPREY,9786736,Singapore,2017,VRTG6
SEA,N6X,SEASPAN RAPTOR,9793911,Hong Kong,2017,VRRQ7
SEA,Q5I,SINO BRIDGE,9292175,Panama,2004,HOKN
SEA,RSC,SPIRIT OF MELBOURNE,9362413,Singapore,2007,9V2500
SEA,130,TBC,999959,Hong Kong,0,xxxxx
SEA,131,TBN21,xxxxx,Hong Kong,0,xxxxx
SEA,132,TBN22(AWE1),9999996,Hong Kong,0,XXXXX
SEA,RBE,VANCOUVER,9363364,Cyprus,2007,C4ZL2
SEA,ARV,WAN HAI 503,9294862,Singapore,2004,S6AV2
SEA,S4E,WAN HAI 801,9466972,Portugal,2009,CQIQ6
SEA,NIX,WAN HAI 805,9793935,Hong Kong,2018,VRSB3
SEA,CIK,XIANG YUN HE,9223746,Malta,1999,9HVH7
SEA,QB3,XIN DA YANG ZHOU,9337949,China,2009,BPKE
SEA,R27,XIN FEI ZHOU,9337937,China,2008,BPKD
SEA,RXP,XIN MEI ZHOU,9337925,China,2008,BPKC
SEA,RLN,XIN RI ZHAO,9312561,China,2005,BPBU
SEA,Q53,XIN WEI HAI,9312573,China,2006,BPBV
SEA,QSW,XIN YING KOU,9312585,China,2006,BPBX
SEA,RDV,YM UNIFORM,9337482,Liberia,2009,A8OR8
SEA,Q88,ZHONG HONG 8,99999996,China,0,BVCC8
SEA,N1W,ZIM BALTIMORE,9395953,Liberia,2010,A8UE8
SEA,T35,ZIM SHANGHAI,9305570,Malta,2006,9HA4043
MD1,SF4,CHISWICK BRIDGE,9224544,Panama,2001,H9TD
MD1,CCE,COSCO EUROPE,9345415,Panama,2008,3EOC5
MD1,T42,COSCO PANAMA,99999996,Liberia,2005, 
MD1,CBN,COSCO QINGDAO,99999996,Panama,1997,11111
MD1,RTI,HANJIN CHINA,9408865,Panama,2011,3EZD6
MD1,QTA,HANJIN DALIAN,9999996,Panama,2011,3FOX2
MD1,RSZ,HANJIN GERMANY,9999996,Greece,2011,XXXXXXXXX
MD1,SN9,HANJIN HELSINKI,9235098,Germany,2002,DPUW
MD1,QQW,HANJIN JUNGIL,9630377,China,2013,VRNA9
MD1,ST1,HANJIN LONDON,9111383,Panama,1996,3FPD8
MD1,QQY,HANJIN NAMU,9666666,China,2014,XXX1XX
MD1,RUC,HANJIN UNITED KINGDOM,9406738,Panama,2010,HOMK
MD1,CBE,JINHE,99999996,Panama,1997,3FQX7
MD1,S1I,LESOTHO,9162485,Liberia, ,A8VO8
MD1,S8G,MAERSK SENANG,9315240,Singapore, ,S6CH5
MD1,S5H,MAERSK SENTOSA,9315202,Singapore,2007,WSEP
MD1,RM9,SAO PAULO,9350147,Panama,2008,3EOL6
MD1,SFM,YM GREAT,9999996,Marshall Islands,2004,XXXYY
